Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
híbrido,hembra,722.06,20,NA,pintado,NA,25,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:04:39.467 - Status: OK,2,2024-02-29T20:04:39Z,FALSE,10.946966667970022
peruano,hembra,807.43,NA,17,marrón,gordo,59,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:04:59.863 - Status: OK,1,2024-02-29T20:04:59Z,FALSE,1.5115833322207133
andino,hembra,NA,NA,18,negro,NA,49,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:05:05.556 - Status: OK,1,2024-02-29T20:05:05Z,FALSE,0.09488333463668823
americano,hembra,765.63,NA,22,blanco,sano,23,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:06:49.936 - Status: OK,2,2024-02-29T20:06:49Z,FALSE,2.174483335018158
híbrido,macho,689.72,27,17,marrón,sano,18,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:13:01.467 - Status: OK,2,2024-02-29T20:13:01Z,FALSE,6.192183331648509
peruano,hembra,702.55,27,18,blanco,sano,46,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:15:09.613 - Status: OK,1,2024-02-29T20:15:09Z,FALSE,10.067616665363312
peruano,hembra,749.67,26,NA,blanco,NA,56,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:16:29.823 - Status: OK,3,2024-02-29T20:16:29Z,FALSE,13.333100001017252
peruano,hembra,745.55,24,NA,blanco,NA,44,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:17:26.308 - Status: OK,1,2024-02-29T20:17:26Z,FALSE,2.278250002861023
peruano,macho,NA,NA,20,blanco,NA,13,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:19:29.299 - Status: OK,2,2024-02-29T20:19:29Z,FALSE,6.463866666952769
peruano,hembra,648.27,25,17,negro,sano,31,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:20:37.95 - Status: OK,1,2024-02-29T20:20:37Z,FALSE,3.1940333326657613
abisinio,macho,588.09,27,17,gris,sano,17,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:20:39.625 - Status: OK,3,2024-02-29T20:20:39Z,FALSE,4.163366667429606
peruano,hembra,735.98,25,17,marrón,sano,58,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:21:31.813 - Status: OK,1,2024-02-29T20:21:31Z,FALSE,0.8977166652679444
peruano,macho,837.84,26,20,negro,sano,16,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:22:20.231 - Status: OK,2,2024-02-29T20:22:20Z,FALSE,2.8488666653633117
peruano,macho,NA,29,21,pintado,NA,62,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:23:54.305 - Status: OK,3,2024-02-29T20:23:54Z,FALSE,3.2446666677792866
andino,macho,686.26,24,NA,marrón,NA,17,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:24:04.149 - Status: OK,3,2024-02-29T20:24:04Z,FALSE,0.1640666643778483
híbrido,hembra,NA,19,17,pintado,NA,32,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:24:10.407 - Status: OK,1,2024-02-29T20:24:10Z,FALSE,2.643233335018158
híbrido,hembra,NA,NA,17,tricolor,NA,23,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:24:14.306 - Status: OK,2,2024-02-29T20:24:14Z,FALSE,1.9012500007947286
andino,hembra,664.14,24,17,marrón,sano,38,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:25:01.056 - Status: OK,2,2024-02-29T20:25:01Z,FALSE,0.7791666666666667
andino,hembra,619.82,25,17,blanco,sano,53,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:28:19.877 - Status: OK,3,2024-02-29T20:28:19Z,FALSE,4.262133336067199
peruano,macho,NA,24,20,blanco,NA,NA,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:29:18.963 - Status: ERR,3,2024-02-29T20:29:18Z,TRUE,0.9847666660944621
andino,hembra,716.73,24,16,blanco,gordo,18,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:29:30.621 - Status: OK,2,2024-02-29T20:29:30Z,FALSE,4.4927500009536745
peruano,macho,843.69,26,21,blanco,sano,36,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:30:43.982 - Status: OK,1,2024-02-29T20:30:43Z,FALSE,6.559583334128062
peruano,hembra,721.21,23,19,blanco,sano,48,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:32:19.504 - Status: OK,2,2024-02-29T20:32:19Z,FALSE,2.814716664950053
híbrido,hembra,1001.15,14,27,pintado,flaco,37,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:32:59.899 - Status: OK,1,2024-02-29T20:32:59Z,FALSE,2.2652833302815756
peruano,hembra,858.29,26,18,marrón,gordo,35,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:37:16.606 - Status: OK,1,2024-02-29T20:37:16Z,FALSE,4.278450000286102
híbrido,hembra,708.97,21,NA,pintado,NA,14,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:40:10.534 - Status: OK,3,2024-02-29T20:40:10Z,FALSE,10.859516664346058
peruano,hembra,743.64,NA,NA,blanco,NA,22,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:43:30.001 - Status: OK,1,2024-02-29T20:43:30Z,FALSE,6.223249999682109
peruano,hembra,793.06,25,19,blanco,sano,25,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:43:48.829 - Status: OK,1,2024-02-29T20:43:48Z,FALSE,0.3138000011444092
peruano,hembra,572.76,NA,18,blanco,sano,32,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:45:15.528 - Status: OK,1,2024-02-29T20:45:15Z,FALSE,1.4449833353360495
andino,macho,854.49,24,19,marrón,sano,39,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:47:31.575 - Status: OK,3,2024-02-29T20:47:31Z,FALSE,7.350683335463206
peruano,hembra,580.01,29,NA,pintado,NA,27,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:50:48.921 - Status: OK,1,2024-02-29T20:50:48Z,FALSE,5.55654999812444
americano,macho,1044.46,25,26,blanco,sano,45,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:51:59.631 - Status: OK,2,2024-02-29T20:51:59Z,FALSE,19.668783334891
peruano,hembra,704.07,25,18,negro,sano,57,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:53:29.171 - Status: OK,2,2024-02-29T20:53:29Z,FALSE,1.4923333326975505
peruano,macho,732.61,27,20,blanco,sano,13,Ser. No.: 6543BF2-X - Date: 2024-02-29 15:57:31.776 - Status: OK,1,2024-02-29T20:57:31Z,FALSE,6.714250000317891
híbrido,macho,NA,29,NA,tricolor,NA,11,Ser. No.: 4653OK2-X - Date: 2024-02-29 15:58:06.887 - Status: OK,2,2024-02-29T20:58:06Z,FALSE,4.628600001335144
andino,macho,787.83,27,19,blanco,sano,17,Ser. No.: 0372EK3-Z - Date: 2024-02-29 15:58:43.743 - Status: OK,3,2024-02-29T20:58:43Z,FALSE,11.202799999713898
híbrido,macho,355.92,17,18,marrón,flaco,62,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:03:27.002 - Status: OK,1,2024-02-29T21:03:27Z,FALSE,5.920433334509531
peruano,hembra,638.6,24,NA,marrón,NA,36,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:04:11.198 - Status: OK,1,2024-02-29T21:04:11Z,FALSE,0.7365999976793925
peruano,macho,803.29,NA,NA,negro,NA,11,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:05:43.801 - Status: OK,3,2024-02-29T21:05:43Z,FALSE,7.000966668128967
andino,macho,658.91,26,18,negro,sano,27,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:06:36.616 - Status: OK,1,2024-02-29T21:06:36Z,FALSE,2.423633333047231
andino,hembra,714.21,23,NA,tricolor,NA,49,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:06:41.289 - Status: OK,2,2024-02-29T21:06:41Z,FALSE,8.57336666584015
andino,macho,762.14,22,NA,negro,NA,49,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:08:16.203 - Status: OK,1,2024-02-29T21:08:16Z,FALSE,1.6597833355267844
andino,macho,811.05,28,20,negro,sano,51,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:08:22.823 - Status: OK,1,2024-02-29T21:08:22Z,FALSE,0.1103333314259847
americano,macho,811.92,NA,22,blanco,sano,35,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:09:27.396 - Status: OK,2,2024-02-29T21:09:27Z,FALSE,2.7684499979019166
peruano,macho,852.26,28,NA,negro,NA,39,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:12:00.933 - Status: OK,1,2024-02-29T21:12:00Z,FALSE,3.6351666688919066
peruano,macho,NA,26,NA,negro,NA,28,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:20:09.843 - Status: OK,2,2024-02-29T21:20:09Z,FALSE,10.707450000445048
andino,macho,671,NA,NA,blanco,NA,58,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:20:19.425 - Status: OK,1,2024-02-29T21:20:19Z,FALSE,8.308199997742971
andino,macho,NA,32,NA,negro,NA,55,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:21:08.454 - Status: OK,1,2024-02-29T21:21:08Z,FALSE,0.8171500007311503
andino,macho,NA,26,20,negro,NA,35,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:22:14.254 - Status: OK,1,2024-02-29T21:22:14Z,FALSE,1.0966666658719382
peruano,hembra,746.74,NA,18,marrón,sano,39,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:25:01.152 - Status: OK,3,2024-02-29T21:25:01Z,FALSE,19.289183330535888
peruano,macho,NA,27,NA,blanco,NA,19,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:27:50.756 - Status: OK,2,2024-02-29T21:27:50Z,FALSE,7.681883335113525
americano,hembra,980.03,25,20,marrón,gordo,23,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:30:33.535 - Status: OK,2,2024-02-29T21:30:33Z,FALSE,2.7129833340644836
peruano,hembra,625.14,NA,17,blanco,sano,22,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:30:54.903 - Status: OK,2,2024-02-29T21:30:54Z,FALSE,0.3561333338419596
andino,macho,681.57,23,17,blanco,sano,16,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:31:23.575 - Status: OK,2,2024-02-29T21:31:23Z,FALSE,0.4778666655222575
peruano,macho,NA,NA,20,negro,NA,25,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:32:36.753 - Status: OK,2,2024-02-29T21:32:36Z,FALSE,1.2196333328882853
peruano,macho,906.02,29,22,marrón,sano,17,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:34:14.597 - Status: OK,3,2024-02-29T21:34:14Z,FALSE,9.224083332220713
peruano,hembra,787.65,NA,19,pintado,sano,30,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:35:33.561 - Status: OK,1,2024-02-29T21:35:33Z,FALSE,13.321783336003621
peruano,macho,NA,24,20,blanco,NA,49,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:35:40.786 - Status: OK,1,2024-02-29T21:35:40Z,FALSE,0.12041666507720947
abisinio,macho,653.42,27,17,marrón oscuro,sano,43,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:36:34.711 - Status: OK,3,2024-02-29T21:36:34Z,FALSE,2.3352333347002667
andino,macho,NA,23,18,negro,NA,62,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:36:53.365 - Status: OK,1,2024-02-29T21:36:53Z,FALSE,1.2096499999364216
abisinio,macho,745.65,NA,NA,negro,gordo,14,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:42:05.378 - Status: OK,3,2024-02-29T21:42:05Z,FALSE,5.511116667588552
peruano,macho,773.07,NA,NA,blanco,NA,23,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:42:57.501 - Status: OK,3,2024-02-29T21:42:57Z,FALSE,0.8687166651089986
híbrido,hembra,1081.65,28,19,tricolor,gordo,43,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:43:38.163 - Status: OK,3,2024-02-29T21:43:38Z,FALSE,0.6777000029881796
peruano,hembra,791.81,32,NA,negro,NA,30,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:44:07.68 - Status: OK,1,2024-02-29T21:44:07Z,FALSE,7.238583334287008
peruano,macho,795.87,28,19,negro,sano,19,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:45:31.501 - Status: OK,3,2024-02-29T21:45:31Z,FALSE,1.8889666636784872
abisinio,macho,626.36,28,16,negro,sano,38,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:47:27.637 - Status: OK,3,2024-02-29T21:47:27Z,FALSE,1.9356000026067097
peruano,macho,836.08,28,21,blanco,sano,28,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:48:03.123 - Status: OK,2,2024-02-29T21:48:03Z,FALSE,15.439499998092652
peruano,macho,655.96,NA,20,blanco,sano,27,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:49:00.797 - Status: OK,3,2024-02-29T21:49:00Z,FALSE,1.5526666641235352
peruano,macho,707.9,30,NA,marrón,NA,42,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:49:17.422 - Status: OK,2,2024-02-29T21:49:17Z,FALSE,1.2383166670799255
peruano,macho,NA,20,21,blanco,NA,13,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:49:35.263 - Status: OK,1,2024-02-29T21:49:35Z,FALSE,5.459716665744781
peruano,hembra,663.17,23,18,blanco,sano,38,Ser. No.: 6543BF2-X - Date: 2024-02-29 16:50:14.623 - Status: OK,1,2024-02-29T21:50:14Z,FALSE,0.655999998251597
andino,macho,NA,22,19,negro,NA,45,Ser. No.: 4653OK2-X - Date: 2024-02-29 16:51:26.932 - Status: OK,2,2024-02-29T21:51:26Z,FALSE,2.1584999998410543
peruano,macho,806.87,27,22,blanco,sano,36,Ser. No.: 0372EK3-Z - Date: 2024-02-29 16:55:57.107 - Status: OK,3,2024-02-29T21:55:57Z,FALSE,6.938500003019969
peruano,macho,771.48,25,20,marrón,sano,53,Ser. No.: 4653OK2-X - Date: 2024-02-29 17:00:11.222 - Status: OK,2,2024-02-29T22:00:11Z,FALSE,8.738166666030883
andino,macho,NA,25,18,negro,NA,30,Ser. No.: 6543BF2-X - Date: 2024-02-29 17:00:37.415 - Status: OK,1,2024-02-29T22:00:37Z,FALSE,10.379866667588551
abisinio,macho,584.54,24,15,negro,gordo,19,Ser. No.: 0372EK3-Z - Date: 2024-02-29 17:01:44.33 - Status: OK,3,2024-02-29T22:01:44Z,FALSE,5.787049996852875
peruano,hembra,662.34,NA,17,pintado,sano,48,Ser. No.: 0372EK3-Z - Date: 2024-02-29 17:03:14.752 - Status: OK,3,2024-02-29T22:03:14Z,FALSE,1.5070333361625672
abisinio,macho,727.42,26,15,gris,gordo,56,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:05:03.184 - Status: OK,2,2024-03-01T13:05:03Z,FALSE,NA
peruano,hembra,711.22,25,18,negro,sano,59,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:05:12.921 - Status: OK,3,2024-03-01T13:05:12Z,FALSE,NA
peruano,macho,932.28,NA,19,marrón,sano,27,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:09:16.534 - Status: OK,1,2024-03-01T13:09:16Z,FALSE,NA
peruano,hembra,627.38,30,NA,blanco,NA,52,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:11:46.398 - Status: OK,2,2024-03-01T13:11:46Z,FALSE,6.7202333331108095
andino,macho,791.55,28,NA,tricolor,NA,46,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:12:59.732 - Status: OK,1,2024-03-01T13:12:59Z,FALSE,3.7199666698773703
peruano,hembra,618.69,28,18,negro,sano,57,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:14:02.925 - Status: OK,1,2024-03-01T13:14:02Z,FALSE,1.0532166639963785
híbrido,macho,NA,NA,NA,tricolor,NA,15,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:19:25.542 - Status: OK,3,2024-03-01T13:19:25Z,FALSE,14.210350000858307
peruano,hembra,615.72,22,18,blanco,sano,41,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:19:50.219 - Status: OK,1,2024-03-01T13:19:50Z,FALSE,5.788233335812887
híbrido,hembra,879.53,27,NA,tricolor,NA,31,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:19:51.325 - Status: OK,3,2024-03-01T13:19:51Z,FALSE,0.4297166665395101
híbrido,macho,852.57,NA,23,tricolor,sano,53,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:20:11.346 - Status: OK,2,2024-03-01T13:20:11Z,FALSE,8.415799999237061
andino,macho,836.8,24,NA,rojizo,NA,14,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:21:25.632 - Status: OK,3,2024-03-01T13:21:25Z,FALSE,1.5717833320299783
americano,hembra,819.07,27,20,tricolor,sano,19,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:22:49.417 - Status: OK,1,2024-03-01T13:22:49Z,FALSE,2.9866333325703938
abisinio,macho,696.87,25,17,marrón oscuro,sano,22,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:23:48.544 - Status: OK,1,2024-03-01T13:23:48Z,FALSE,0.9854499975840251
peruano,hembra,615.56,28,18,blanco,sano,29,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:27:08.423 - Status: OK,3,2024-03-01T13:27:08Z,FALSE,5.713183335463206
peruano,macho,829.07,26,20,blanco,sano,47,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:28:02.391 - Status: OK,2,2024-03-01T13:28:02Z,FALSE,7.850750001271566
andino,hembra,635.21,NA,17,negro,sano,34,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:28:14.845 - Status: OK,1,2024-03-01T13:28:14Z,FALSE,4.438350001970927
peruano,macho,920.28,30,NA,blanco,NA,52,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:30:14.509 - Status: OK,3,2024-03-01T13:30:14Z,FALSE,3.1014333327611285
andino,hembra,668.15,25,17,rojizo,sano,41,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:30:23.626 - Status: OK,2,2024-03-01T13:30:23Z,FALSE,2.353916664918264
andino,macho,925.8,30,NA,marrón,NA,43,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:31:04.936 - Status: OK,1,2024-03-01T13:31:04Z,FALSE,2.834850001335144
peruano,hembra,714.24,28,19,blanco,sano,15,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:35:21.989 - Status: OK,2,2024-03-01T13:35:21Z,FALSE,4.972716669241588
híbrido,macho,1121.25,24,18,tricolor,obeso,29,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:37:45.119 - Status: OK,1,2024-03-01T13:37:45Z,FALSE,6.669716664155325
andino,hembra,591.25,21,17,negro,sano,57,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:38:02.312 - Status: OK,2,2024-03-01T13:38:02Z,FALSE,2.6720499992370605
peruano,hembra,836.69,26,19,blanco,sano,19,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:38:25.232 - Status: OK,2,2024-03-01T13:38:25Z,FALSE,0.38200000127156575
peruano,macho,798.51,29,18,negro,sano,56,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:39:13.91 - Status: OK,1,2024-03-01T13:39:13Z,FALSE,1.4798500021298726
peruano,macho,724.94,29,NA,blanco,NA,31,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:40:49.272 - Status: OK,2,2024-03-01T13:40:49Z,FALSE,2.400666666030884
peruano,hembra,NA,25,19,pintado,NA,47,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:41:37.128 - Status: OK,3,2024-03-01T13:41:37Z,FALSE,11.376983332633973
peruano,macho,803.28,25,NA,marrón,NA,39,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:41:42.914 - Status: OK,1,2024-03-01T13:41:42Z,FALSE,2.4833999991416933
americano,macho,812.8,32,18,negro,sano,27,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:47:16.271 - Status: OK,3,2024-03-01T13:47:16Z,FALSE,5.652383331457774
peruano,hembra,NA,NA,18,blanco,NA,30,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:47:44.505 - Status: OK,3,2024-03-01T13:47:44Z,FALSE,0.4705666700998942
peruano,macho,979.21,NA,20,marrón,sano,49,Ser. No.: 6543BF2-X - Date: 2024-03-01 08:48:39.776 - Status: OK,1,2024-03-01T13:48:39Z,FALSE,6.947699999809265
peruano,macho,1017.48,29,20,pintado,gordo,20,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:49:59.283 - Status: OK,3,2024-03-01T13:49:59Z,FALSE,2.2462999979654947
abisinio,macho,595.7,20,NA,marrón oscuro,NA,33,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:51:20.101 - Status: OK,3,2024-03-01T13:51:20Z,FALSE,1.3469666679700216
andino,hembra,NA,NA,16,marrón,NA,37,Ser. No.: 0372EK3-Z - Date: 2024-03-01 08:54:50.771 - Status: OK,3,2024-03-01T13:54:50Z,FALSE,3.5111666639645893
peruano,macho,699.37,24,20,negro,sano,27,Ser. No.: 4653OK2-X - Date: 2024-03-01 08:54:51.339 - Status: OK,2,2024-03-01T13:54:51Z,FALSE,14.0344499985377
peruano,macho,863.57,31,19,blanco,sano,13,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:00:23.614 - Status: OK,3,2024-03-01T14:00:23Z,FALSE,5.5473833362261455
peruano,macho,950.85,NA,NA,marrón,NA,33,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:02:56.836 - Status: OK,1,2024-03-01T14:02:56Z,FALSE,14.284333332379658
abisinio,macho,670.52,24,16,marrón oscuro,sano,45,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:03:00.609 - Status: OK,1,2024-03-01T14:03:00Z,FALSE,0.06288333336512247
peruano,macho,807.34,26,20,blanco,sano,37,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:03:55.893 - Status: OK,2,2024-03-01T14:03:55Z,FALSE,9.075899998346964
andino,macho,693.56,NA,20,negro,sano,55,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:05:39.043 - Status: OK,2,2024-03-01T14:05:39Z,FALSE,1.719166668256124
peruano,macho,923.16,27,19,blanco,sano,15,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:14:16.87 - Status: OK,1,2024-03-01T14:14:16Z,FALSE,11.271016665299733
híbrido,macho,762.36,25,18,blanco,sano,54,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:15:00.134 - Status: OK,1,2024-03-01T14:15:00Z,FALSE,0.7210666696230571
peruano,hembra,792.05,36,19,blanco,sano,55,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:18:14.802 - Status: OK,1,2024-03-01T14:18:14Z,FALSE,3.2444666663805646
peruano,macho,1061.34,31,NA,pintado,NA,40,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:22:08.979 - Status: OK,1,2024-03-01T14:22:08Z,FALSE,3.9029500007629396
andino,macho,917.11,20,NA,negro,NA,46,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:24:16.352 - Status: OK,3,2024-03-01T14:24:16Z,FALSE,23.878966665267946
americano,hembra,728.39,21,NA,negro,NA,35,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:24:29.888 - Status: OK,3,2024-03-01T14:24:29Z,FALSE,0.225600000222524
andino,macho,656.86,28,19,blanco,sano,52,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:25:46.718 - Status: OK,3,2024-03-01T14:25:46Z,FALSE,1.2804999987284342
andino,hembra,683.77,24,16,negro,gordo,26,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:30:41.056 - Status: OK,2,2024-03-01T14:30:41Z,FALSE,25.033550000190736
andino,hembra,NA,24,16,blanco,NA,30,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:31:33.378 - Status: OK,1,2024-03-01T14:31:33Z,FALSE,9.406649998823802
peruano,hembra,663.87,22,18,blanco,sano,51,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:36:18.113 - Status: OK,1,2024-03-01T14:36:18Z,FALSE,4.74558333158493
andino,hembra,716.71,NA,NA,blanco,NA,22,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:37:02.21 - Status: OK,1,2024-03-01T14:37:02Z,FALSE,0.7349500020345052
peruano,macho,889.76,29,20,blanco,sano,36,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:38:54.984 - Status: OK,3,2024-03-01T14:38:54Z,FALSE,13.137766667207082
peruano,macho,1081.61,26,NA,negro,NA,50,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:40:23.113 - Status: OK,2,2024-03-01T14:40:23Z,FALSE,9.700949998696645
americano,macho,883.05,NA,23,blanco,sano,34,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:40:25.199 - Status: OK,1,2024-03-01T14:40:25Z,FALSE,3.38314999739329
peruano,hembra,640.69,23,17,blanco,sano,17,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:41:25.034 - Status: OK,2,2024-03-01T14:41:25Z,FALSE,1.032016666730245
andino,hembra,NA,23,15,blanco,NA,46,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:42:23.21 - Status: OK,1,2024-03-01T14:42:23Z,FALSE,1.9668500026067097
peruano,hembra,566.11,NA,17,negro,sano,41,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:43:23.154 - Status: OK,2,2024-03-01T14:43:23Z,FALSE,1.968666668732961
peruano,macho,807.91,30,18,blanco,sano,19,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:44:34.273 - Status: OK,3,2024-03-01T14:44:34Z,FALSE,5.6548166672388716
andino,macho,767,26,19,blanco,sano,37,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:45:34.447 - Status: OK,2,2024-03-01T14:45:34Z,FALSE,2.1882166663805642
peruano,macho,922.47,NA,NA,marrón,NA,16,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:46:14.739 - Status: OK,1,2024-03-01T14:46:14Z,FALSE,3.858816667397817
peruano,macho,703.8,27,19,negro,sano,43,Ser. No.: 6543BF2-X - Date: 2024-03-01 09:46:26.622 - Status: OK,1,2024-03-01T14:46:26Z,FALSE,0.19804999828338624
peruano,hembra,621.65,27,17,blanco,sano,48,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:48:19.186 - Status: OK,2,2024-03-01T14:48:19Z,FALSE,2.745650001366933
andino,macho,618.69,24,NA,rojizo,NA,12,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:48:38.274 - Status: OK,3,2024-03-01T14:48:38Z,FALSE,4.066683332125346
peruano,hembra,702.1,24,NA,blanco,NA,41,Ser. No.: 4653OK2-X - Date: 2024-03-01 09:49:25.958 - Status: OK,2,2024-03-01T14:49:25Z,FALSE,1.1128666639328002
peruano,macho,1008.95,25,18,pintado,gordo,26,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:49:49.509 - Status: OK,3,2024-03-01T14:49:49Z,FALSE,1.1872500022252401
abisinio,macho,513.27,23,17,marrón oscuro,sano,46,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:51:14.023 - Status: OK,3,2024-03-01T14:51:14Z,FALSE,1.408566665649414
peruano,hembra,618.84,23,19,negro,sano,21,Ser. No.: 0372EK3-Z - Date: 2024-03-01 09:51:46.901 - Status: OK,3,2024-03-01T14:51:46Z,FALSE,0.5479666670163472
