Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
Cuy Híbrido,H,717.4,14,22,Tricolor,Sano,39
peruano,m,NA,NA,NA,Pintado,NA,45
peruano,macho,986.96,25,17,pintado,gordo,59
andino,m,500.35,25,17,negro,Sano,37
andino,macho,716.19,NA,18,negro,Sano,17
Andino,Macho,680.92,20,NA,Blanco,NA,29
peruano,macho,786.93,34,NA,pintado,NA,37
Cuy peruano,Macho,817.98,23,21,negro,sano,41
Cuy Andino,Macho,978.64,25,NA,negro,NA,22
Peruano,m,918.69,28,NA,negro,NA,32
peruano,Macho,841.26,29,21,marrón,sano,28
Cuy andino,h,606.27,NA,NA,Blanco,NA,17
Cuy peruano,Macho,794.28,32,18,pintado,Sano,14
peruano,Hembra,616.73,25,18,Marrón,Sano,33
Peruano,Macho,782.54,NA,20,negro,sano,45
Peruano,Macho,NA,26,19,blanco,NA,65
Cuy Americano,hembra,803.79,31,NA,Marrón,NA,24
Cuy peruano,h,NA,23,18,negro,NA,11
Cuy peruano,macho,733.96,26,19,Negro,Sano,20
Cuy Peruano,Hembra,881.56,26,NA,pintado,NA,41
andino,hembra,696.49,28,17,Blanco,Gordo,43
peruano,hembra,NA,26,17,Negro,NA,29
Cuy peruano,m,NA,32,18,Blanco,NA,59
Cuy Andino,macho,776.75,25,18,Blanco,Sano,31
Cuy Peruano,H,596.31,NA,18,Blanco,Sano,NA
hibrido,Macho,1145.67,26,27,Tricolor,sano,36
Cuy Andino,macho,732.61,25,NA,Negro,NA,44
Peruano,Macho,996.25,NA,20,blanco,Sano,45
Peruano,macho,NA,23,20,Pintado,NA,58
Cuy abisinio,Macho,NA,23,15,negro,NA,38
peruano,hembra,654.32,NA,19,Marrón,Sano,26
Andino,M,974.67,27,NA,Marrón,NA,27
Cuy abisinio,macho,545.91,23,NA,Marrón Oscuro,NA,27
Peruano,m,944.71,31,NA,Blanco,NA,44
Cuy Andino,hembra,623.67,25,17,Blanco,sanoo,29
Cuy peruano,macho,831.16,28,21,marrón,Sano,60
Cuy Peruano,m,1103.37,NA,20,Negro,Gordo,33
Peruano,Macho,681.6,24,NA,marrón,NA,54
Cuy Abisinio,macho,515.14,27,16,Gris,Sano,38
Cuy Andino,H,663.1,22,NA,Blanco,NA,46
Cuy Americano,m,1098.57,30,NA,tricolor,NA,35
peruano,m,895.96,NA,20,marrón,Sanoo,38
Cuy Andino,Hembra,756.05,NA,17,negro,gordo,55
Peruano,Macho,932.37,NA,19,Negro,Gordo,46
Peruano,m,NA,27,NA,blanco,NA,49
Cuy peruano,M,806.41,35,19,Blanco,Sano,47
Cuy andino,Hembra,601.02,23,15,Blanco,Gordo,31
Cuy andino,M,827.57,26,19,tricolor,Sano,62
peruano,m,827.57,28,20,blanco,Sano,25
Híbrido,m,966.84,18,27,tricolor,Flaco,19
Cuy abisinio,Macho,490.8,NA,NA,Negro,NA,66
Hibrido,H,691.64,33,13,Tricolor,obeso,15
Cuy andino,H,647.57,NA,NA,Rojizo,NA,48
Cuy andino,Macho,622.25,NA,17,negro,Sano,64
Cuy andino,h,NA,24,NA,Tricolor,NA,51
Peruano,Macho,769.48,23,NA,marrón,NA,24
peruano,M,865.94,NA,20,blanco,sano,28
Cuy andino,macho,719.97,21,18,Marrón,Sano,59
Cuy Peruano,Macho,820.52,30,20,blanco,sano,20
Peruano,Macho,775.41,27,22,marrón,sano,28
Cuy Peruano,M,816.81,30,NA,Blanco,NA,41
Cuy peruano,hembra,717.26,23,19,Blanco,Sano,26
Cuy Peruano,H,622.54,28,17,Negro,sano,36
Hibrido,Macho,664.63,26,20,Tricolor,sano,49
Peruano,Macho,NA,31,20,negro,NA,40
Cuy peruano,hembra,626.6,NA,19,blanco,sano,40
Cuy Andino,macho,759.48,25,19,marrón,sano,46
Cuy Peruano,h,703.97,26,17,blanco,Sanoo,65
Cuy peruano,hembra,611.38,24,17,Pintado,Sano,45
Peruano,macho,817.32,26,21,negro,Sano,12
andino,Macho,762.39,22,18,Negro,Sano,49
Andino,Macho,629.52,23,18,Marrón,sano,56
cuy,macho,930.64,35,18,Blanco,gordo,20
peruano,m,839.92,31,21,Marrón,sano,32
peruano,h,754.83,22,17,Negro,Gordo,42
Cuy peruano,H,546.48,25,18,Marrón,Sanoo,31
Cuy andino,Macho,868.48,28,17,blanco,Gordo,50
Andino,macho,886.49,28,19,Blanco,sano,14
Peruano,m,821.94,27,19,Marrón,Sano,38
Cuy Andino,Hembra,660.82,NA,17,Marrón,Sano,28
Peruano,hembra,709.85,NA,NA,Blanco,NA,NA
Cuy peruano,hembra,783.1,NA,18,Marrón,Sano,14
Cuy americano,macho,NA,29,22,Blanco,NA,42
Cuy Peruano,H,705.86,25,18,Pintado,sano,10
Andino,M,752.72,25,18,Marrón,Sano,46
Peruano,h,732.21,26,18,Marrón,Sano,64
Peruano,Macho,914.19,25,20,Blanco,Sano,56
Cuy Peruano,Macho,NA,30,20,Pintado,NA,29
Peruano,macho,694.09,30,19,Blanco,sano,40
andino,m,NA,NA,19,Blanco,NA,62
Cuy peruano,Macho,811.28,28,NA,Negro,NA,37
Cuy Peruano,H,575.11,28,19,negro,sano,11
Cuy andino,M,679.33,22,NA,tricolor,NA,12
Cuy americano,hembra,761.95,27,NA,Marrón,NA,47
andino,Macho,745.79,29,17,negro,gordoo,49
Cuy Peruano,H,732.33,NA,20,Blanco,Sano,16
Cuy americano,m,831.99,NA,23,marrón,Sano,18
peruano,H,874.22,21,18,negro,gordo,46
peruano,m,878.68,25,21,Pintado,Sano,44
Cuy Andino,h,780.36,19,16,negro,Gordo,54
Cuy andino,Hembra,621.3,26,NA,Marrón,NA,30
Cuy Peruano,H,772.18,25,17,marrón,Gordo,28
Cuy Peruano,h,NA,22,18,Negro,NA,15
Cuy Peruano,Hembra,541.86,30,17,Blanco,Sano,15
Andino,Hembra,683.31,NA,16,Tricolor,Gordo,49
andino,M,738.87,NA,NA,Rojizo,NA,24
Peruano,m,793.41,29,NA,Marrón,NA,12
andino,H,577.14,NA,14,tricolor,gordo,48
Cuy Abisinio,Macho,594.59,27,NA,Negro,NA,26
peruano,macho,780.05,NA,20,marrón,Sano,21
Cuy Peruano,macho,787.4,28,NA,Pintado,NA,58
Cuy Andino,M,686.1,23,NA,Negro,NA,16
Cuy,m,1335.36,NA,26,Tricolor,Sano,55
híbrido,macho,1560.58,25,23,tricolor,gordo,28
NA,Macho,617.63,17,NA,Tricolor,NA,32
aNDino,hembra,562.07,NA,16,negro,sano,43
Andino,Macho,665.29,25,NA,Blanco,NA,29
Cuy Peruano,macho,843.4,28,NA,marrón,NA,39
Cuy peruano,M,772.46,28,22,Pintado,Sano,42
Cuy americano,M,NA,NA,18,marrón,NA,29
Americanoo,Macho,NA,28,NA,marrón,NA,31
peruano,Macho,712.84,28,20,marrón,sano,17
cuy,macho,NA,30,26,Tricolor,NA,23
cuy,Macho,663.54,23,NA,tricolor,NA,41
peruano,Hembra,799.14,26,17,Pintado,Gordo,43
Cuy peruano,hembra,708.51,22,19,Blanco,sano,21
Cuy Peruano,H,603.64,27,17,Blanco,Sanoo,52
Cuy abisinio,Macho,NA,23,18,gris,NA,20
Cuy peruano,H,662.51,22,18,pintado,Sano,40
andino,H,819.32,23,16,marrón,gordo,14
Cuy Peruano,macho,NA,NA,20,Blanco,NA,37
Cuy peruano,hembra,740.69,29,17,blanco,sano,19
peruano,H,663.76,NA,20,Marrón,sano,37
peruano,macho,665.77,NA,20,negro,Sano,62
Cuy Peruano,h,665.02,27,18,Negro,Sano,29
peruano,h,748.03,29,18,blanco,sano,59
peruano,h,NA,NA,18,negro,NA,37
Andino,m,777.18,25,NA,blanco,NA,41
Cuy Peruano,H,808.06,24,18,Blanco,Gordo,27
Cuy andino,M,93302,26,17,blanco,Gordo,24
peruano,macho,1011.22,NA,21,pintadoo,Sano,64
Cuy Peruano,h,NA,NA,19,Blanco,NA,32
Cuy Peruano,m,639.78,28,19,marrón,sano,34
Cuy peruano,h,729.66,NA,NA,Negro,NA,52
cuy,macho,1667.39,25,24,Tricolor,Gordo,26
andino,Macho,916.33,NA,18,Negro,Gordo,54
Cuy,m,691.74,NA,20,Blanco,sano,37
Peruano,Hembra,792.26,NA,NA,Blanco,NA,41
Andino,Macho,837.75,25,NA,Blanco,NA,33
Cuy peruano,Macho,661.92,23,21,blanco,Flaco,53
Cuy peruano,Macho,1113.42,27,19,pintado,Gordo,24
Abisinio,m,695.03,23,NA,Pintado,NA,55
Andino,H,NA,NA,18,Marrón,NA,13
peruano,hembra,589.42,19,19,negro,sano,30
peruano,h,722.39,22,18,Pintado,Sano,52
Andino,macho,715.23,26,17,negro,Sano,31
Cuy Andino,Hembra,NA,NA,17,blanco,NA,17
Cuy peruano,m,796.08,29,21,blanco,Sano,19
Americano,H,801.83,25,NA,blanco,NA,34
peruano,H,704.55,25,19,Blanco,Sanoo,57
Cuy Andino,Macho,795.25,27,NA,Blanco,NA,42
andino,m,733.52,NA,19,Negro,sano,14
Cuy americano,Macho,1136.89,32,22,negro,sano,21
andino,Macho,764.17,24,19,Tricolor,Sano,40
Peruano,m,768.16,31,NA,blanco,NA,35
Cuy peruano,Hembra,809.65,22,17,Blanco,Gordo,31
peruano,m,NA,NA,17,Marrón,NA,28
peruano,Macho,832.87,23,21,blanco,Sano,26
Cuy peruano,m,519.93,25,NA,Blanco,NA,38
Cuy Americano,m,954.47,27,NA,Gris,NA,61
Cuy Peruano,m,913.8,27,20,marrón,sano,21
Cuy Peruano,m,894.7,NA,19,Pintado,Sanoo,55
Andino,m,NA,24,NA,Blanco,NA,58
peruanoo,h,NA,26,18,blanco,NA,30
Peruano,M,708.18,27,19,Negro,Sano,20
Cuy Peruano,H,761.92,26,18,Negro,Sano,30
Cuy peruano,hembra,785.14,31,17,Negro,gordoo,29
Cuy abisinio,Macho,539.34,25,16,Gris,sano,24
Cuy Híbrido,Hembra,NA,34,NA,Marrón,NA,36
Cuy andino,H,700.02,20,17,Marrón,sano,23
Cuy peruano,Macho,NA,26,20,Pintado,NA,44
andino,macho,681.69,NA,NA,Negro,NA,30
Cuy peruano,Hembra,708.18,NA,NA,pintado,NA,30
Cuy peruano,h,694.8,26,NA,Blanco,NA,55
Peruano,Macho,NA,26,NA,blanco,NA,34
Cuy Andino,Hembra,710.04,NA,18,rojizo,sano,28
Abisinio,macho,NA,NA,NA,Marrón Oscuro,NA,65
Cuy Peruano,Macho,786.34,NA,NA,Marrón,NA,39
peruano,Macho,NA,23,21,blanco,NA,22
Cuy andino,Macho,845.35,NA,17,negro,gordo,18
Andino,Hembra,575.31,26,16,negro,sano,53
Cuy Peruano,Macho,879.83,29,NA,Marrón,NA,53
Andino,Macho,795.18,25,19,Tricolor,Sano,64
andino,macho,751.06,26,19,Rojizo,sanoo,46
andino,Macho,798.18,NA,20,blanco,Sano,21
Cuy Andino,Macho,601.62,23,17,Negro,sano,37
Cuy andino,macho,853,22,18,blanco,gordo,46
peruano,h,507.01,24,17,pintado,Sano,65
Cuy,h,810.01,30,15,Tricolor,Gordo,56
Cuy Peruano,H,769.62,24,18,Negro,Sano,50
peruano,macho,786.18,NA,19,negro,Sano,27
Cuy andino,H,778.59,21,NA,Negro,NA,55
Cuy peruano,macho,690.39,30,18,marrón,Sano,59
Peruano,Macho,NA,29,19,pintado,NA,49
Cuy híbrido,h,647.23,23,16,Tricolor,Gordo,54
hibrido,H,897.22,20,23,Pintado,Sano,43
peruano,m,766.87,20,NA,negro,NA,29
Cuy peruano,H,707.32,25,18,Negro,Sano,41
Peruano,m,NA,30,21,Negro,NA,44
Cuy Peruano,Macho,804.05,26,19,Marrón,sano,39
hibrido,hembra,NA,26,15,tricolor,NA,48
Cuy Andino,h,758.47,19,17,Negro,Gordo,26
Hibrido,Hembra,666.9,27,NA,Tricolor,NA,48
Peruano,Macho,903.99,26,20,blanco,Sano,56
peruano,macho,NA,NA,NA,marrón,NA,65
peruano,Macho,805.52,24,21,Pintado,sano,23
Cuy Andino,H,608.35,NA,17,Blanco,Sano,52
ibrido,m,618.62,25,16,Pintado,Sano,50
Híbrido,h,1046.05,NA,NA,Tricolor,NA,43
andino,M,781.1,24,NA,negro,NA,16
Cuy Peruano,h,768.87,NA,17,Negro,Sano,49
híbrido,H,NA,NA,NA,pintado,NA,32
Cuy peruano,macho,980.67,NA,22,blanco,Sano,21
Andino,Macho,663.98,NA,18,Marrón,Sano,31
Peruano,macho,658.53,24,NA,blanco,NA,41
peruano,macho,883.14,NA,22,Pintado,Sano,32
adinon,Macho,737.34,29,18,Negro,sano,24
Cuy abisinio,macho,NA,25,17,marrón oscuro,NA,12
andino,Macho,NA,23,NA,Rojizo,NA,33
Cuy Peruano,m,853.23,NA,20,pintado,Sano,29
Cuy Peruano,hembra,507.08,24,19,pintado,flaco,32
Cuy Abisinio,m,595.12,18,16,negro,sano,54
peruano,m,1012.67,27,19,blanco,gordo,42
Cuy Peruano,hembra,704.16,NA,NA,negro,NA,15
peruano,h,NA,NA,17,Blanco,NA,40
Peruano,Macho,921.89,25,20,Blanco,sano,15
andino,macho,855.58,26,19,rojizo,sano,41
Cuy peruano,h,NA,26,18,Blanco,NA,64
Cuy Peruano,hembra,700.67,28,18,negro,sano,48
Andino,H,787.54,23,NA,Negro,NA,19
Peruano,M,917.43,NA,21,Pintado,sano,31
Cuy Peruano,macho,976.6,30,20,marrón,Sano,18
Americano,h,822.26,28,21,Marrón,sano,38
Cuy peruano,Macho,943.07,29,19,blanco,Gordo,44
andino,Hembra,672.97,23,16,Negro,gordo,51
Cuy andino,macho,998.51,22,NA,Tricolor,NA,47
Cuy americano,Hembra,824.58,NA,21,Blanco,Sano,25
Cuy Peruano,macho,831.39,28,21,blanco,Sano,59
cuy,H,382.7,NA,NA,pintado,NA,22
Andino,Macho,856.96,28,NA,Blanco,NA,14
Cuy americano,h,779.05,30,19,Marrón,Sano,41
Andino,Macho,907.24,28,NA,Blanco,NA,35
Cuy peruano,h,NA,24,18,Negro,NA,64
andino,Hembra,698.6,26,16,Tricolor,Gordo,38
Peruano,macho,876.95,29,19,pintado,Sano,46
Peruano,macho,676.09,24,NA,marrón,NA,51
Cuy Peruano,m,NA,NA,20,Negro,NA,43
Peruano,H,606.95,NA,NA,Negro,NA,14
Cuy Peruano,Hembra,708.73,26,19,pintado,sano,62
peruano,H,659.3,NA,17,blanco,Sano,12
Cuy peruano,M,806.01,30,21,marrón,sano,39
peruano,m,906.21,32,21,Blanco,Sano,24
Cuy Peruano,h,773.02,27,NA,blanco,NA,54
Cuy peruano,H,666.29,25,17,blanco,Sano,22
Cuy Híbrido,hembra,NA,NA,NA,pintado,NA,15
Andino,macho,912.87,NA,17,tricolor,gordo,51
Cuy americano,H,NA,27,NA,blanco,NA,49
Cuy Peruano,M,832.99,28,20,Blanco,Sano,21
peruano,Hembra,NA,NA,19,blanco,NA,53
Andino,H,882.51,24,16,blanco,Gordo,34
Abisinio,m,752.45,NA,18,pintado,sano,36
Cuy andino,H,NA,23,17,negro,NA,50
Cuy peruano,h,771,29,NA,Negroo,NA,43
Cuy abisinio,macho,620.42,24,NA,marrón oscuro,NA,45
Cuy andino,hembra,648.23,NA,17,blanco,Sano,12
peruano,M,909.91,23,NA,negro,NA,51
Americano,macho,940.93,26,24,Marrón,sano,45
Cuy andino,macho,739.7,26,17,Blanco,Sano,26
Hibrido,M,1001.9,32,NA,Tricolor,NA,25
Peruano,h,717.75,NA,NA,Marrón,NA,53
Cuy peruano,Hembra,NA,NA,18,Negro,NA,63
andino,Macho,922.21,25,NA,negro,NA,55
Cuy Peruano,H,598.07,NA,18,Blanco,sano,56
peruano,macho,928.56,30,20,Blanco,Sano,54
Cuy Andino,Macho,947.65,27,19,Blanco,Gordo,26
Cuy peruano,H,824.86,NA,19,Blanco,Sano,55
Peruano,M,707.12,29,18,Negro,sano,28
Cuy Andino,M,879.25,25,17,Negro,gordo,31
Cuy andino,macho,803.7,30,19,Rojizo,sano,29
Cuy Andino,hembra,674.64,24,17,Blanco,sano,26
Cuy peruano,Macho,889.96,NA,21,blanco,Sano,59
Cuy Abisinio,Macho,535.71,23,NA,Gris,NA,48
peruano,Macho,914.35,27,19,Negro,Gordo,29
Híbrido,Macho,495.3,23,18,blanco,Sano,40
peruano,hembra,803.49,26,NA,Blanco,NA,19
Cuy Peruano,M,NA,NA,19,Marrón,NA,18
andino,m,847.21,31,17,Negro,Gordo,65
Peruano,Macho,823.42,28,NA,Pintado,NA,40
Peruano,macho,721.98,27,21,Marrón,Sanoo,62
Cuy peruano,h,681.05,31,NA,Negro,NA,58
Peruano,M,971.33,28,20,Pintado,sano,57
Abisinio,macho,566.6,NA,16,Negro,Sano,16
Cuy peruano,macho,715.56,NA,21,Blancoo,Sano,21
Cuy peruano,macho,979.56,NA,21,marrón,sano,42
Peruano,macho,946.75,22,19,Blanco,Sano,20
Cuy Peruano,hembra,NA,26,NA,Negro,NA,58
Cuy peruano,macho,960.63,28,21,Blanco,sano,63
Cuy peruano,m,1011.84,31,19,Blanco,Gordo,43
Cuy Andino,Macho,815.58,28,20,Blanco,Sano,40
Cuy peruano,M,932.12,25,22,Marrón,Sano,43
andino,Macho,861.43,28,NA,rojizo,NA,21
andino,h,636.18,22,16,Negro,Sano,51
Cuy andino,macho,604.05,26,NA,Mmarrón,NA,15
adinon,macho,909.14,26,NA,Negro,NA,44
Peruano,Hembra,608.04,25,17,pintado,Sanoo,16
Cuy andino,M,NA,NA,17,Marrón,NA,16
andino,Macho,NA,21,NA,Marrón,NA,51
Cuy andino,macho,709.43,24,17,Tricolor,Sano,15
Cuy abisinio,M,567.26,25,17,marrón oscuro,sano,17
Andino,Hembra,738.44,20,17,blanco,sano,20
Cuy Abisinio,M,685.38,27,NA,Marrón Oscuro,NA,59
Cuy híbrido,Hembra,966.11,14,26,Tricolor,flaco,37
Cuy peruano,h,666.92,27,17,Negro,Sano,37
Peruano,hembra,529.59,23,17,Pintado,Sano,24
Cuy Abisinio,Macho,743.51,23,19,Negro,Sano,42
NA,Macho,1079.28,20,23,Tricolor,Sano,48
Cuy Peruano,M,669.05,26,NA,Marrón,NA,44
andino,Macho,NA,NA,NA,Blanco,NA,23
Cuy americano,m,NA,27,21,blanco,NA,40
andino,Macho,818.92,NA,19,rojizo,Sano,13
peruano,hembra,696.34,28,20,Negro,sano,56
Hibrido,Macho,1133.72,30,22,marrón,Sano,45
peruano,Macho,795.75,30,21,Negro,sano,52
Andino,Hembra,695,26,16,Rojizo,gordo,36
Cuy andino,M,659.65,27,NA,Blanco,NA,29
Cuy peruano,hembra,645.09,24,17,Marrón,Sano,24
Andino,m,797.61,30,NA,Rojizo,NA,41
Americano,Hembra,1005.05,NA,NA,Marrón,NA,59
Andino,m,NA,28,NA,Tricolor,NA,32
Cuy americano,m,NA,NA,NA,gris,NA,19
Cuy Andino,macho,773.91,23,17,Negro,gordo,31
Cuy peruano,Hembra,NA,20,18,Marrón,NA,33
Cuy Americano,Macho,845.92,28,21,Tricolor,Sano,22
Peruano,Macho,900.86,32,20,negro,sano,40
andino,H,564.38,NA,17,Marrón,Sano,61
Cuy Peruano,h,741.32,33,18,negro,sano,56
Peruano,M,779.85,NA,NA,marrón,NA,33
Cuy Peruano,h,810.71,18,NA,Blanco,NA,26
Cuy peruano,Hembra,720.85,NA,19,marrón,Sano,60
Cuy Andino,macho,889.67,31,19,rojizo,sano,33
Peruano,Macho,826,27,21,Blanco,Sano,48
Cuy andino,Hembra,760.01,23,17,Marrón,sano,52
peruano,M,NA,25,NA,negro,NA,16
Cuy andino,m,856.57,30,NA,Marrón,NA,36
Cuy Andino,macho,787.78,26,19,Blanco,sano,32
Cuy Andino,Macho,1070.36,24,18,blanco,Gordo,13
Cuy Andino,macho,838.26,31,17,Tricolor,Gordo,58
Cuy peruano,Macho,756.48,28,20,Marrón,Sano,16
Peruano,Macho,705.68,30,20,Pintado,Sano,34
Peruano,h,NA,26,18,pintado,NA,37
Cuy peruano,M,975.7,NA,19,Marrón,Gordo,45
Cuy peruano,hembra,656.99,NA,17,negro,sano,47
Cuy Peruano,H,901.84,27,19,Negro,Sanoo,28
Cuy Andino,H,791.5,21,17,blanco,Gordo,42
andino,macho,913.82,NA,NA,Blanco,NA,25
Cuy Abisinio,H,519.24,23,16,Negro,Sano,33
Andino,macho,945.83,22,17,negro,Gordo,15
Híbrido,h,1893.95,19,NA,tricolor,NA,29
Cuy abisinio,M,609.46,24,NA,Gris,NA,54
Cuy americano,m,830.02,29,21,Negro,Sano,22
cuy,hembra,1252.34,30,20,marrón,Gordo,57
hibrido,H,1366.83,30,17,Pintado,Obesoo,65
Americano,hembra,1044.32,23,NA,Negro,NA,42
andino,h,602.72,23,NA,Blanco,NA,42
Peruano,m,674.03,NA,20,Marrón,sano,42
Cuy Peruano,M,927.56,29,19,Marrón,Sano,42
Peruano,hembra,686.23,26,NA,marrón,NA,28
cuy,Macho,NA,28,NA,marrón,NA,46
Andino,Macho,992.65,NA,18,Negro,Gordo,25
adinon,h,NA,NA,15,Marrón,NA,30
Peruano,H,NA,NA,17,Pintado,NA,62
Cuy Peruano,h,NA,NA,19,negro,NA,42
Cuy peruano,Macho,941.68,NA,NA,Negro,NA,26
peruano,Macho,609.23,NA,20,Blanco,sano,56
Peruano,h,831.43,27,18,Pintado,sano,53
peruanoo,Macho,832.78,23,19,marrón,sano,24
Andino,hembra,NA,22,16,rojizo,NA,38
Hibrido,Macho,NA,NA,NA,pintado,NA,36
peruano,h,741.38,NA,20,blanco,Sano,48
andino,macho,964.61,22,18,Blanco,Gordo,14
Cuy abisinio,M,672.01,24,18,Pintado,sano,20
NA,Macho,1643.86,25,24,Marrón,Gordo,36
Andino,hembra,676.94,22,17,Blanco,Sano,17
Peruano,H,730.06,25,17,Blanco,sano,11
Americano,H,736.98,NA,20,negro,Sano,48
peruano,Hembra,827.14,23,18,blanco,Gordo,55
Cuy andino,Hembra,802.05,21,18,Blanco,Sano,52
Cuy,Hembra,1205.74,28,22,Tricolor,Sano,47
Híbrido,Hembra,639.8,33,17,pintado,sano,54
Hibrido,M,1350.89,29,22,tricolor,Gordo,61
peruano,Macho,NA,29,18,Blanco,NA,38
Andino,Macho,829.8,22,NA,negro,NA,30
peruano,Macho,805.03,30,20,blanco,Sano,22
peruano,m,813.83,27,19,blanco,Sano,35
Abisinio,Macho,568.72,23,NA,Pintado,NA,51
Andino,macho,752.91,26,18,Negro,sano,32
Peruano,macho,872.55,34,20,negro,Sano,17
Cuy Andino,Macho,NA,30,NA,Marrón,NA,26
Cuy Andino,M,802.8,33,16,Blanco,Gordo,36
Cuy Andino,M,NA,27,NA,Marrón,NA,43
Cuy peruano,Macho,1058.51,30,22,pintado,sano,10
Andino,m,836.65,24,NA,Blanco,NA,61
Peruano,h,514.9,23,18,marrón,sano,41
andino,h,631.62,NA,17,negro,Sano,44
Cuy Peruano,Macho,845.69,NA,NA,negro,NA,23
Americanoo,Hembra,807.89,NA,22,Blanco,sano,42
Cuy Abisinio,Macho,573.33,NA,NA,gris,NA,65
adinon,M,825.69,NA,20,Negro,Sano,48
Cuy peruano,Macho,683.16,NA,NA,pintado,NA,58
peruano,hembra,905.5,24,NA,negro,NA,53
Cuy andino,Hembra,605.92,23,NA,blanco,NA,59
Peruano,m,646.68,22,NA,Marrón,NA,62
Peruanoo,hembra,NA,NA,NA,Blanco,NA,46
Cuy abisinio,macho,552.15,19,18,gris,Sano,48
Cuy Peruano,m,737.72,27,18,blanco,sano,38
Cuy Híbrido,h,1322.56,35,NA,Blanco,NA,24
Peruano,h,519.7,NA,NA,Blanco,NA,34
peruano,h,713.79,28,NA,marrón,NA,45
andino,h,665.79,25,18,marrón,sano,14
Cuy peruano,H,798.1,26,19,Pintado,sano,29
hibrido,hembra,541.77,16,NA,Tricolor,NA,30
Peruano,Macho,585.29,25,19,Blanco,Sano,27
Híbrido,hembra,733.22,29,NA,pintado,NA,26
Andino,Macho,NA,23,17,Marrón,NA,44
Cuy abisinio,macho,NA,21,16,gris,NA,19
Peruano,macho,NA,29,NA,blanco,NA,43
Cuy peruano,H,534.37,24,18,Pintado,Sano,18
Cuy Andino,macho,939.28,25,17,Negro,Gordo,31
Cuy Abismo,Macho,NA,24,16,negro,NA,49
Cuy Peruano,hembra,606.7,25,18,Blanco,Sano,38
Andino,Macho,980.28,23,18,Rojizo,gordo,44
Andino,h,754.13,25,NA,Marrón,NA,31
andino,macho,826.32,24,18,Tricolor,sano,11
Peruano,Hembra,554.93,19,18,Pintado,Sano,51
Andino,M,NA,27,18,blanco,NA,18
Cuy Peruano,M,NA,NA,21,Negroo,NA,27
Peruano,m,NA,NA,21,pintado,NA,24
peruano,macho,867.13,26,20,blanco,Sano,42
Cuy peruano,macho,812.59,29,19,Negro,sano,14
Cuy Peruano,hembra,NA,22,18,Blanco,NA,65
peruano,Macho,757.72,30,NA,Marrón,NA,61
peruano,H,NA,23,NA,Blanco,NA,30
peruano,macho,NA,28,19,Pintado,NA,45
peruano,macho,852.85,23,22,pintado,sano,41
peruano,macho,NA,29,21,Marrón,NA,27
adinon,macho,804.92,29,NA,blanco,NA,62
Cuy Peruano,h,674.23,29,NA,Pintado,NA,26
Cuy Peruano,m,780.7,NA,20,blanco,sano,15
Cuy abisinio,Macho,608.64,23,17,Marrón Oscuro,sano,22
Andino,h,558.42,22,16,Rojizo,sano,53
Cuy Peruano,H,617.94,24,18,Blanco,Sano,48
Cuy andino,m,659.99,26,19,Negro,Sano,59
Cuy Peruano,h,830.24,NA,18,negro,goordo,20
Cuy Peruano,H,751.04,26,18,pintado,sano,46
Peruanoo,Macho,1030.58,28,21,marrón,Sano,51
Cuy peruano,macho,919.42,29,NA,negro,NA,19
peruano,macho,891.8,NA,19,Blanco,Sano,13
Cuy andino,Macho,712.32,25,NA,Negro,NA,39
peruano,Macho,864.2,29,20,Marrón,sano,29
Cuy Americano,Hembra,814.62,25,19,blanco,Sano,46
Andino,Macho,948.5,32,18,Negro,gordo,27
híbrido,Hembra,987.96,15,23,Blanco,Sano,16
Peruano,H,734.12,24,20,Blanco,Sano,35
Cuy andino,macho,983.37,23,NA,Rojizo,NA,50
Cuy Peruano,h,903.4,27,NA,Blanco,NA,37
Peruano,Hembra,552.56,NA,17,Marrón,Sano,39
Cuy peruano,macho,657.77,25,21,Marrón,Flaco,45
NA,hembra,NA,36,19,tricolor,NA,27
Andino,Macho,688.5,25,18,Blanco,Sano,27
Cuy Peruano,M,958.44,21,NA,negro,NA,45
Cuy andino,M,848.37,26,NA,Tricolor,NA,38
andino,Hembra,744.72,27,NA,Negro,NA,51
peruano,h,736.28,NA,16,Marrón,Gordo,13
peruanoo,m,808.41,28,18,Pintado,sano,29
Cuy peruano,Macho,899.38,34,20,negro,Sano,33
peruano,H,848.3,24,NA,negro,NA,23
andino,H,624.83,NA,18,Blanco,Sano,18
Abisinio,Macho,685.15,24,16,Gris,Gordo,24
Peruano,macho,687.33,27,NA,Pintado,NA,46
Cuy peruano,m,829.3,30,20,blanco,sano,16
Cuy Peruano,h,756.76,25,NA,Negro,NA,22
Cuy peruano,macho,888.76,28,20,Blanco,Sano,38
peruano,Macho,815.18,26,21,Negro,Sano,17
peruano,Hembra,815.66,NA,NA,Marrón,NA,48
Cuy andino,m,649.42,26,NA,tricolor,NA,35
Cuy Americano,Hembra,831.09,27,20,Negro,sano,45
peruano,macho,849.79,29,20,marrón,sano,58
Cuy Abisinio,M,520.54,NA,17,negro,Sano,39
andino,macho,989.51,NA,18,blanco,Gordo,28
peruano,m,NA,30,20,pintado,NA,63
adinon,m,710.1,24,18,tricolor,sano,44
Cuy Peruano,H,727.6,NA,17,marrón,Sano,40
Peruano,macho,914.51,26,20,Blanco,sano,44
